u	v	length
16209	6576	90.334
16209	20499	118.804
16210	10251	86.078
16210	6582	101.814
16211	46361	69.479
16211	15016	309.7
16211	38346	78.676
16212	6588	97.455
16212	16213	260.764
16213	1712	99.84700000000001
16213	6591	77.593
16214	47135	95.926
16214	11565	289.379
16214	42975	67.006
16215	26123	106.80500000000002
16215	16217	12.264
16216	8077	92.052
16216	20270	67.419
16217	29036	61.705000000000005
16218	21411	44.864999999999995
16219	16221	102.21599999999998
16219	15589	162.655
16219	12689	419.4
16219	20007	291.15299999999996
16220	35444	217.79
16221	16219	102.216
16221	3336	67.47
16222	35451	205.259
16223	35452	205.209
16224	37537	51.879999999999995
16225	14661	56.357
16226	27601	80.335
16227	3800	78.944
16227	51069	193.407
16227	14327	134.693
16227	16229	73.271
16228	27612	55.667
16228	16226	115.398
16228	47678	59.957
16229	16231	35.1
16229	16227	73.271
16229	14330	105.861
16229	51071	193.376
16230	32171	17.92
16230	1962	111.552
16230	12047	126.803
16231	16229	35.1
16232	16327	14.47
16232	54644	324.81500000000005
16233	34051	78.899
16233	31618	206.525
16233	24915	79.015
16234	38500	165.719
16234	757	78.436
16234	51794	79.90899999999999
16235	26916	77.991
16235	37927	56.666
16235	47161	197.661
16236	23206	213.809
16236	34016	80.375
16237	3547	39.221
16237	6618	82.619
16237	22377	80.55799999999999
16238	22132	22.934
16238	31989	238.264
16239	10284	79.549
16239	19334	55.072
16240	54241	71.782
16240	22302	79.876
16240	12592	145.98
16241	17873	79.257
16241	17870	79.177
16241	16208	461.928
16241	16939	221.11100000000002
16242	35529	73.219
16242	54338	162.20000000000002
16243	27775	16.552
16243	24462	125.16
16244	16243	65.983
16245	16248	61.026
16245	12710	40.926
16245	18631	151.559
16245	2900	41.247
16246	16321	80.11
16246	21890	78.27000000000001
16246	22009	96.909
16247	16251	110.456
16247	19811	44.924
16247	19809	104.254
16248	16245	61.026
16249	29646	210.60899999999998
16249	36293	407.933
16249	20374	100.131
16250	7780	80.178
16250	21212	77.153
16250	30452	285.519
16251	7778	80.312
16251	26085	77.083
16251	16250	222.691
16252	16253	44.312
16252	14660	104.573
16252	7468	79.085
16253	16252	44.312
16254	7698	58.431
16254	9087	64.802
16254	9088	93.02199999999999
16255	35935	66.827
16255	35937	69.532
16255	9954	86.434
16255	35941	69.413
16255	35938	70.377
16256	51950	237.282
16256	26860	39.69
16256	10995	39.412
16257	17655	78.58999999999999
16257	21486	287.243
16257	9954	79.102
16258	16263	78.966
16258	17655	79.34100000000001
16259	27020	34.798
16260	16262	141.48
16260	22851	83.81
16260	16333	86.881
16260	9574	144.228
16261	24451	108.277
16261	31511	740.261
16261	16344	72.033
16262	16260	141.48
16262	16264	142.167
16263	16258	78.966
16263	16273	384.395
16263	14793	204.055
16264	10217	142.978
16264	16262	142.167
16264	22853	83.607
16264	16337	86.46600000000001
16265	52083	38.756
16266	24453	110.535
16266	16261	80.707
16267	16269	174.059
16267	10217	142.805
16267	16339	85.207
16267	22854	83.837
16268	6678	128.353
16269	16267	174.059
16269	16340	85.248
16269	16271	173.96599999999998
16270	24456	134.413
16270	604	77.363
16271	22858	83.344
16271	6389	175.03
16271	16269	173.96599999999998
16272	24457	150.458
16272	16270	79.045
16273	16275	66.936
16273	16263	384.39500000000004
16273	14766	93.175
16273	33842	119.748
16274	2126	85.373
16274	50852	65.143
16275	14769	62.8
16275	14775	101.404
16275	16273	66.936
16276	16557	84.01
16276	16345	84.984
16276	16278	162.57100000000003
16276	6389	173.20399999999998
16277	4885	78.954
16277	14775	78.38799999999999
16278	22864	76.031
16278	16346	80.0
16278	16276	162.571
16278	4404	244.386
16279	22081	42.88
16279	53665	77.514
16280	53710	170.15699999999998
16280	11076	252.68599999999998
16280	8327	75.63799999999999
16280	16281	78.86699999999999
16281	16280	78.86699999999999
16281	16283	79.03899999999999
16282	36352	79.646
16282	43217	95.678
16282	18564	137.517
16282	15258	155.973
16283	53642	123.655
16283	16281	79.03899999999999
16283	13507	82.035
16283	11082	252.962
16284	23130	16.64
16284	16285	246.619
16285	23129	14.236
16285	24854	292.98699999999997
16285	16287	109.799
16286	16291	80.717
16286	25653	85.66300000000001
16286	8207	100.973
16287	16290	50.787
16287	16293	312.746
16288	16292	81.481
16288	36502	76.918
16288	15261	137.484
16288	18569	137.598
16289	34001	110.081
16289	16295	69.506
16290	16293	26.84
16291	22361	78.09
16291	15402	267.06
16291	16286	80.717
16291	17439	82.074
16292	16288	81.481
16292	17127	130.879
16292	14113	132.549
16293	23125	16.918
16293	16296	142.793
16294	48466	109.624
16295	16289	69.506
16296	24801	275.253
16296	16299	122.44
16296	39941	16.678
16297	27095	154.183
16297	27092	9.607
16297	16772	210.873
16298	418	107.682
16298	26000	101.255
16299	39937	18.258
16299	16300	99.381
16300	16303	78.66499999999999
16300	16303	338.92
16301	16302	93.485
16301	17420	151.625
16301	14784	168.248
16302	16304	78.682
16302	14786	168.331
16302	21168	174.152
16303	16305	32.370000000000005
16304	16930	176.436
16305	7850	118.28999999999999
16306	10451	75.459
16306	9964	48.209
16307	16310	79.295
16307	39831	85.991
16307	47759	210.78799999999998
16308	16307	128.859
16308	53205	95.437
16309	16308	79.515
16309	35760	211.11599999999999
16310	16307	79.29499999999999
16310	16309	131.387
16310	39841	115.326
16311	37929	30.17
16311	13674	58.607
16311	16312	111.14
16311	14756	142.165
16312	14758	141.551
16312	16311	111.14
16313	16232	14.193
16313	16230	358.7900000000001
16314	10689	13.1
16314	33150	17.157
16315	15164	82.046
16315	48035	78.311
16315	16319	104.352
16315	49068	117.478
16316	15392	83.625
16317	7319	124.651
16317	17349	77.505
16318	54932	82.249
16318	16316	123.085
16319	16315	104.352
16320	3712	31.477
16320	23636	97.227
16320	13123	133.677
16321	30190	50.634
16321	16246	80.11
16321	16325	240.68099999999998
16322	40512	246.976
16322	54723	838.61
16323	5554	33.947
16323	5763	33.473
16323	1010	132.28
16324	2821	63.969
16324	10161	274.845
16326	16328	58.01
16327	16184	13.848
16327	54807	209.971
16328	16326	58.01
16328	5770	34.536
16328	5545	37.792
16329	10183	75.07199999999999
16329	33352	174.36599999999999
16329	16330	66.273
16330	10434	215.489
16330	16331	90.391
16330	16329	66.273
16331	50255	24.229
16331	16332	82.817
16331	16330	90.391
16331	22693	91.903
16332	16193	75.21
16332	18799	70.586
16333	16334	141.258
16333	16260	86.881
16333	22882	77.741
16334	16262	87.022
16334	16337	142.763
16335	50249	100.46000000000001
16335	9252	37.322
16336	9233	47.413
16336	21784	9.401
16336	9216	11.262
16337	22884	77.84800000000001
16337	16264	86.46600000000001
16338	53029	38.063
16338	53026	83.98400000000001
16339	22888	78.948
16339	16267	85.207
16339	16340	174.294
16340	16342	173.764
16340	22890	79.18
16341	54061	104.464
16341	16344	557.9609999999999
16342	16271	85.376
16342	6390	174.888
16343	10958	21.241
16343	31622	134.504
16343	10955	55.711
16344	52502	273.639
16344	31584	82.058
16344	16261	72.033
16345	16276	84.984
16345	16558	79.35
16345	16346	135.728
16346	22894	81.355
16346	16278	80.0
16346	4406	246.259
16347	9081	56.116
16347	16088	186.38299999999998
16347	16139	123.476
16348	26021	60.037
16348	27774	66.142
16349	13358	98.057
16349	10096	180.519
16349	11311	161.157
16349	3790	79.342
16350	53915	49.124
16350	30487	93.451
16351	32486	103.999
16352	22533	10.444
16353	49936	444.38
16353	50008	331.53800000000007
16353	14151	122.07499999999999
16353	12335	113.21900000000001
16354	4016	222.56799999999998
16355	54694	11.782
16355	36438	68.493
16355	36442	141.507
16356	49936	47.117999999999995
16356	2153	222.79100000000003
16356	5241	77.32000000000001
16357	16359	67.916
16357	54177	77.84
16358	16379	17.009
16358	30515	61.822
16359	14141	32.206
16359	16357	67.916
16360	30513	38.563
16360	26299	118.622
16361	15329	199.163
16361	53938	76.65899999999999
16362	14141	59.167
16362	16366	25.634
16363	30170	64.663
16364	16361	168.073
16364	53942	77.42099999999999
16365	16398	91.60199999999999
16365	1549	124.61300000000001
16366	16362	25.634
16366	20224	108.566
16366	9842	80.839
16367	16364	82.905
16367	33056	148.796
16368	53944	80.722
16368	52008	78.374
16368	16367	143.09699999999998
16369	25397	191.52100000000002
16369	9590	49.650000000000006
16370	54494	183.702
16370	24294	80.531
16371	16368	82.603
16371	45938	185.948
16372	9842	33.724
16372	16375	48.187
16372	20078	80.992
16373	15673	156.407
16373	50682	31.613
16373	1808	82.212
16374	45939	191.736
16374	16371	78.976
16375	16372	48.187
16375	16381	80.299
16376	8131	79.344
16376	6860	129.181
16377	16376	79.076
16377	9603	78.821
16378	16382	106.836
16378	39424	61.804
16379	30515	59.379000000000005
16379	16398	18.57
16380	45944	192.381
16380	12770	79.213
16381	16375	80.299
16381	5590	34.449
16381	13574	201.055
16382	36395	1251.7820000000002
16383	10753	80.478
16383	9608	79.283
16384	2449	113.81
16384	9614	79.035
16385	7243	282.194
16385	22224	80.207
16386	25189	80.732
16386	18659	550.0949999999999
16386	22518	80.605
16387	984	232.846
16387	6874	60.813
16388	32229	37.59
16388	51672	76.684
16389	4707	38.995
16390	4016	82.75
16390	26271	164.661
16390	18659	16.309
16391	16393	63.825
16391	4984	139.756
16391	9570	83.972
16392	53887	50.226
16392	15781	76.757
16393	16396	82.515
16393	16391	63.825
16393	22003	115.384
16394	4016	83.541
16395	46019	199.19500000000002
16395	48239	79.882
16396	8905	81.412
16396	16393	82.515
16396	17945	151.406
16397	51252	45.611
16398	30352	17.268
16398	43614	195.556
16399	9274	213.38
16400	16546	64.731
16400	12945	85.32000000000001
16401	9274	158.032
16401	25394	24.461
16401	1992	85.437
16402	8905	186.789
16402	51022	100.27
16402	25397	101.09
16403	4225	103.062
16403	4223	60.95
16404	8257	111.218
16404	21628	82.655
16404	8259	204.651
16405	15498	271.991
16406	16404	82.254
16406	8262	230.392
16407	39588	77.659
16407	31069	42.471
16407	39354	162.594
16408	43235	57.743
16408	43236	47.565000000000005
16409	39435	47.585
16409	29163	40.637
16409	54409	44.06
16410	9057	247.747
16410	13093	93.692
16411	34470	173.256
16411	47007	82.252
16412	34471	174.16
16412	16411	78.833
16413	15664	253.188
16413	18003	79.174
16413	13099	91.686
16414	26282	64.34299999999999
16415	34472	173.503
16415	16412	79.184
16416	3515	55.21
16416	29163	25.384
16417	30007	7.559
16417	30011	183.579
16417	19489	157.47199999999998
16417	53652	116.80600000000001
16418	30007	111.167
16419	21562	103.172
16419	16415	80.527
16420	34419	79.131
16420	42820	235.841
16420	16559	267.391
16421	32094	33.155
16421	32093	37.439
16422	29811	57.165
16422	27474	26.219
16423	14127	201.101
16423	5227	75.363
16423	37843	27.82
16424	49670	80.07
16424	34572	203.351
16425	5096	104.422
16425	24552	84.074
16425	12100	284.337
16425	17631	199.175
16426	34943	79.662
16426	34576	204.073
16427	37783	165.888
16427	44320	78.855
16428	34578	202.692
16428	16426	79.17599999999999
16429	16427	9.982
16429	44318	260.728
16430	16929	79.211
16430	28768	90.153
16431	17620	87.093
16431	25199	76.083
16432	16431	121.999
16432	17623	86.407
16432	25201	79.812
16433	1664	66.512
16433	20705	84.857
16434	16433	182.567
16434	23854	83.466
16434	23853	36.682
16435	16428	52.093
16436	7263	153.718
16436	53409	162.586
16437	5473	123.013
16437	22989	82.11
16438	8798	59.834
16438	20455	50.232
16439	34629	432.64799999999997
16439	45720	971.6770000000001
16440	6732	154.035
16440	18074	81.683
16440	16442	202.211
16440	7246	79.229
16441	15759	77.527
16441	34698	81.822
16441	54492	218.477
16442	6733	82.429
16442	22999	83.023
16442	16440	202.211
16442	7925	244.014
16443	1879	11.308
16443	24916	307.4890000000001
16444	15290	43.268
16444	21542	83.94
16444	9506	80.264
16445	34487	203.722
16445	42599	79.605
16446	34489	204.159
16446	10784	82.37
16446	30597	61.33500000000001
16447	54487	233.661
16447	9881	85.19
16447	6286	82.039
16448	9510	124.068
16448	19887	70.599
16448	4641	74.76
16449	27731	74.022
16449	34492	200.865
16450	636	149.386
16451	54482	233.574
16451	16453	79.857
16451	6286	78.91499999999999
16451	36660	99.845
16452	50595	77.679
16452	34497	201.633
16453	16451	79.857
16453	36657	234.80100000000002
16453	13466	79.55400000000002
16454	51574	70.571
16455	46496	50.847
16455	30769	80.75
16456	19363	135.48
16456	13466	79.607
16456	16457	78.893
16457	54474	232.277
16457	16459	79.213
16457	16456	78.893
16458	45914	79.593
16458	16490	60.69499999999999
16458	26801	109.31200000000001
16459	16462	79.387
16459	16457	79.213
16459	21077	237.756
16460	42327	10.551
16460	43537	23.253
16460	6188	14.076
16460	16463	12.647
16461	45927	80.648
16461	32480	136.145
16462	3599	79.352
16462	54471	233.179
16462	16459	79.387
16463	42328	106.42300000000002
16463	46289	517.966
16464	54469	234.579
16464	8023	79.578
16464	3599	79.386
16464	21074	237.92100000000002
16465	35225	202.318
16466	21072	237.977
16466	7799	79.612
16466	14831	78.781
16467	34605	191.368
16467	52300	77.77799999999999
16468	16469	79.123
16468	7799	79.577
16469	16468	79.123
16469	16470	79.768
16469	54456	233.709
16470	21067	238.845
16470	16469	79.768
16470	16472	78.826
16471	26118	100.321
16471	16467	80.646
16472	16470	78.826
16472	54453	233.96800000000002
16472	16473	77.831
16473	16474	79.301
16473	46290	207.86700000000002
16473	16472	77.831
16474	54449	235.612
16474	16475	84.302
16474	16473	79.301
16475	30886	15.291
16475	39316	205.279
16475	16474	84.302
16475	21063	236.71099999999998
16476	28734	71.226
16477	54446	235.449
16477	16479	82.418
16477	30886	138.439
16478	16482	79.263
16478	22217	150.35199999999998
16479	16481	79.454
16479	16477	82.41799999999999
16480	8934	87.655
16480	50390	80.817
16480	16983	76.335
16481	54444	235.866
16481	16483	78.364
16481	16479	79.454
16482	19675	150.436
16482	30799	51.495
16483	16484	79.085
16483	16481	78.364
16484	54440	236.194
16484	16487	79.84
16484	16483	79.085
16485	43018	65.567
16486	22219	149.468
16486	7890	79.57900000000001
16487	16484	79.84
16487	54439	237.37900000000002
16487	16488	159.828
16488	26787	12.069
16488	7797	83.115
16488	16487	159.828
16489	1481	61.230000000000004
16489	13445	79.51
16490	22222	208.126
16490	16458	60.69499999999999
16490	28559	166.137
16491	16492	64.122
16492	1567	77.073
16492	16491	64.122
16492	16915	177.381
16493	8985	77.184
16493	16494	228.969
16494	22231	179.218
16494	52254	82.93100000000001
16495	16497	79.952
16495	6506	79.197
16496	22234	164.683
16496	16498	80.005
16497	16499	80.548
16497	16495	79.952
16497	54642	236.047
16497	12354	439.5900000000001
16498	22236	162.692
16498	32927	78.408
16499	16500	77.624
16499	16497	80.548
16499	26174	130.425
16499	54640	236.247
16500	16501	80.128
16500	16499	77.624
16501	16503	78.837
16501	16500	80.128
16501	54638	236.3
16501	25084	145.279
16502	53094	56.976
16503	9737	79.25
16503	16501	78.837
16503	22562	146.288
16504	28568	169.87400000000002
16504	36346	17.871
16505	41518	130.69
16505	34791	70.048
16506	9737	78.019
16506	32160	25.894
16507	16505	93.787
16507	9240	11.743
16508	16507	11.934
16508	51382	162.18599999999998
16509	15321	113.092
16509	32773	236.369
16510	16508	114.857
16511	16513	80.785
16512	35689	11.0
16512	2419	167.04299999999998
16512	16511	78.507
16513	32808	193.984
16513	16510	79.475
16513	32811	13.65
16514	5442	81.873
16514	5077	89.018
16514	6343	173.868
16515	16520	10.178
16515	16516	7.672
16515	49036	46.061
16516	16515	7.672
16517	16521	159.14
16517	1060	49.181000000000004
16518	11287	197.744
16518	24348	49.062
16519	15153	79.188
16519	5442	82.046
16519	22990	174.016
16520	16515	10.178
16521	16523	76.555
16522	36445	66.224
16522	45045	350.14500000000004
16522	1722	97.00299999999999
16523	16525	89.352
16524	16526	82.253
16524	15153	78.897
16524	23004	174.125
16525	52008	94.271
16525	1067	50.56400000000001
16526	6350	174.185
16526	22329	173.967
16526	16529	82.088
16526	16524	82.253
16527	45663	80.361
16528	51153	0.347
16529	16531	79.001
16529	16526	82.088
16529	20347	173.98299999999998
16530	50121	81.912
16530	26915	148.63899999999998
16531	16532	80.512
16531	16529	79.001
16531	6354	174.036
16532	23003	173.999
16532	30085	174.468
16532	16531	80.512
16532	10497	80.763
16533	16535	79.289
16533	10497	79.026
16534	16536	76.41
16535	16537	82.52
16535	16533	79.289
16536	51647	75.417
16536	20628	152.43200000000002
16537	16541	83.331
16537	23008	173.829
16537	6361	174.252
16537	16535	82.52
16538	40629	159.339
16538	32751	79.542
16539	44002	490.573
16540	41151	74.99799999999999
16541	16543	79.144
16541	16537	83.331
16541	30099	173.518
16542	44002	142.982
16543	16545	79.104
16543	16541	79.144
16543	23013	173.874
16544	7861	62.151
16544	7863	56.602
16545	16543	79.104
16545	6372	173.398
16545	14090	78.999
16546	4222	12.743
16546	22252	98.753
16547	33677	56.405
16548	9718	80.902
16548	50149	183.43
16549	1193	69.985
16549	23016	174.778
16550	43127	236.93
16550	10758	152.698
16551	1193	79.122
16551	16553	79.207
16551	18379	173.89
16552	50153	24.514
16553	16551	79.207
16553	16554	78.977
16553	6381	173.045
16554	16553	78.977
16554	16556	78.977
16554	22758	174.124
16555	20266	96.636
16555	30597	870.477
16556	6385	172.843
16556	16554	78.977
16556	16557	77.631
16557	16556	77.631
16557	16276	84.01
16557	22863	194.844
16558	16345	79.35
16558	6771	78.023
16558	6391	173.016
16559	16420	267.391
16559	48402	79.509
16559	46778	98.326
16560	16561	76.215
16560	14525	51.511
16561	16560	76.215
16561	17312	90.413
16562	12351	154.966
16562	1320	623.5319999999999
16563	26651	81.405
16564	284	143.324
16564	5719	79.452
16565	23207	201.885
16565	19773	213.704
16566	16564	143.059
16566	16567	85.815
16566	5720	79.341
16566	23831	82.494
16567	16566	85.815
16567	16568	406.825
16567	26653	86.58200000000001
16568	13500	138.36
16568	5732	47.932
16568	21391	73.192
16568	16567	406.825
16569	37127	181.739
16570	46747	210.426
16570	48542	142.784
16571	54967	91.112
16571	47853	101.881
16571	49511	101.919
16572	13502	63.018
16572	13500	20.837
16572	16574	262.49
16573	19264	926.0250000000001
16574	11618	79.433
16574	16576	139.611
16574	16572	262.49
16575	16577	76.24
16575	30644	105.288
16575	13796	77.97399999999999
16576	16574	139.611
